,id_tei,lcnaf_uri,organization_name,other_names,date_founded,date_dissolved,associated_places,org_type,bio_notes,data_notes,see_also,citations,notes
,meetpitt,,Pittstown Friends meeting,,1796,,,Local meeting,Pittstown Preparative Meeting was established in 1796 by Easton Monthly Meeting. Troy Monthly Meeting was set off in 1813.,,nyym,quakermeetings.com,
,meetplainfield,,Plainfield Friends meeting,,1704,,,Local meeting,"Plainfield Preparative Meeting was established in 1704 under Woodbridge Monthly Meeting. Worship at Plainfield began in 1725, and a preparative meeting was established in 1761. The monthly meeting began in 1763. ",,,http://trilogy.brynmawr.edu/speccoll/mm/plainpm.xml,
,meetplums,,Plumstead Friends meeting,,,,,Local meeting,"An indulged meeting for worship at Plumstead near Doylestown, Pennsylvania, was allowed by Buckingham in 1727. Plumstead Preparative Meeting was established in about 1731.",,pym,quakermeetings.com,
,potaw,http://id.loc.gov/authorities/subjects/sh85105669,Potawatomi indians,Puttowattomy;Pottawatomie;Pottawatomi;Potawattomies of St. Joseph's;Potawattomies of the Prairie;Pottowatomies of Wabash,,,,Indian group,"Also known as Puttowatomy, Pottawatomie. An Algonquian-speaking people historically located in the Great Plains, upper Missippi River, and Great Lakes regions. They had little central organization, but were members of the long-term Council of Three Fires alongside the Odawa and Ojibwe tribes. As a consequence of the mid 17th century Beaver Wars, they fled to Detroit and Green Bay. The Potawatomi later fought in Pontiac’s Rebellion (1763-1766), during which they captured many English forts. They signed many treaties throughout first half of 18th century, gradually ceding their claims in the Northwest territory but  continued to grow westward from Detroit and southward from Green Bay. The second Treaty of Chicago in 1833 moved the various Potawatomi to reservations, the Illinois group to Nebraska, while the Indiana group marched along the Trail of Death to Kansas and, later, Oklahoma. Some remained in Michigan after 1840. ",,,https://en.wikipedia.org/wiki/Potawatomi_Trail_of_Death ; https://en.wikipedia.org/wiki/Potawatomi,
,meetpottt,,Pottstown Friends meeting,,,,,Local meeting,"Quakers began worship in 1753 on land gifted by John Potts, near Pottstown, Pennsylvania. Joshua Evans appointed a meeting at Pottstown in 1796.",,,http://www.abingtonquarter.org/pottwtown-worship-group,
,powh,http://id.loc.gov/authorities/subjects/sh85106022,Powhatan indians,Powatans,,,,Indian group,"A powerful confederacy of Algonquian-speaking tribes in the Chesapeake Bay and Virginia Tidwater regions. Their political organization was comprised of around 30 tribes with respective chiefs, who were subordinated to the paramount chief, from whom the group received its name. They played an immensley important role in early Jamestown history, shifting from indispenable ally to bitter enemy. In 1622,  the Powhatan launched their first coordinated attack on colonists in what became known as the “Indian Massacre.” After several bouts of fighting, they were finally splintered by the conclusion of the Third Anglo-Powhatan War (1644-1646). With population reduced by war and disease, and communication networks disrupted by increasing colonial settlement, the Powhatan were unable to mobilize their isolated remnants and so lapsed into separate, smaller peoples. In 1677, the separate Powhatan members signed a treaty that confined them to small reservations, some persisting to the present day. ",,,Handbook of the North American Indians ; https://en.wikipedia.org/wiki/Powhatan ,
,presby,,Presbyterian Church,,,,,Religious group,"Part of the Reformed tradition within Protestantism where the church is governed by representative assemblies of elders. Presbyterian theology typically emphasizes the sovereignty of God, the authority of the Scriptures, and the necessity of grace through faith in Christ.",,,https://en.wikipedia.org/wiki/Presbyterianism,
,prince,,Princeton University,,1746,,,University or College,"Founded in 1746 by New Light Presbyterians to train their own ministers, it was known at the time as the “College of New Jersey.” Princeton was the fourth chartered institution of higher education to be established in the United States and one of the nine Colonial Colleges established before the Revolution. In 1756 it relocated to Princeton, New Jersey, where it stands today. Princeton Theological Seminary established as separate institution in 1812, the remainder of the school now largely secularized. ",,,https://en.wikipedia.org/wiki/Princeton_University,
,meetprov,,Providence Friends meeting,,,,,Local meeting,"Formed from the Quaker population in the Upper and Lower Providence Townships of Delaware County, Pennsylvania. The first recorded use of the name appeared in 1684, although it probably existed earlier. In 1700 it was recognized as a Preparative Meeting by the Chester Monthly Meeting. ",,,https://www.quakercloud.org/cloud/providence-friends-meeting/pages/history,
,pultass,,Pulteney Association,,,,,review,"A group of British investors who bought a part of the Phelps and Gorham Purchase in 1792. Originally territory that belonged to the Seneca and other Iroquois tribes of Western New York, the speculators for which it was named fell into difficulties and sold the remainder of their land to Robert Morris. His agent, in turn, sold twelve million acres to the Pulteney Association, an area comprising all of Ontario, Steuben, and Yates counties, and parts of Allegany, Livingston, Monroe, Schuyler, and Wayne counties. Other names for the area include the Pulteney Purchase, the Genesee tract, or the Pulteney Estate. ",,,https://en.wikipedia.org/wiki/The_Pulteney_Association,
,purmm,,Purchase Friends meeting,Westchester;Mamaroneck,1716,,,Local meeting,"Westchester Preparative Meeting was established 1716 in Purchase, New York and a monthly meeting was established 1725. The name was changed to Mamaroneck c. 1728 until c. 1745, when the name changed again to Purchase Meeting.",,,quakermeetings.com,
,meetquake,,Quaker Street Friends meeting,,,,,Local meeting,"Originally established as Duanesburg Monthly Meeting in 1806, near the town of the same name in Schenectady County, New York. As with many meetings after 1828, it split into Hicksite and Orthodox branches, the former coming to change its name to Quaker Street Monthly Meeting in 1933.",,,http://www.swarthmore.edu/library/friends/New YorkYM/quastmm.xml,
,meetrad,,Radnor Friends meeting,Schuykill;Haverford,1683,,,Local meeting,"A monthly meeting for the meetings at Haverford, Merion and Radnor was established in 1684 by Philadelphia Quarterly Meeting of Friends. A preparative meeting at Radnor was established in 1701. Its monthly meeting was originally known as ""Haverford"". It became known as ""Radnor"" after 10mo 1796 when the monthly meeting was fixed at Radnor meeting house. ",,pym;meethav,http://trilogy.brynmawr.edu/speccoll/mm/radnoumm.xml,
,meetrahwa,,Rahway  Friends meeting,Amboy;Woodbridge;Rahway & Plainfield,1704,,,Local meeting,"A Monthly Meeting was established 1686 in Rahway, New Jersey. It was called Amboy Monthly Meeting until 1704, Woodbridge Monthly Meeting from 1704-1769, and then Rahway & Plainfield Monthly Meeting. Woodbridge Preparative Meeting was established 1704, attached to Chesterfield Monthly Meeting and Trenton Preparative Meeting, and later renamed Rahway.",,,quakermeetings.com,
,meetread,,Reading Friends meeting,Oley,,,,Local meeting,"Philadelphia Quarterly Meeting of Friends established Oley Monthly Meeting in 1737. In 1742, its name was changed to ""Exeter"". At this time, there were five or more meetings under the care of Exeter Monthly: Exeter Preparative, Maidencreek Preparative, Robeson Preparative, Pottsville Indulged and Reading Preparative.",,,http://trilogy.brynmawr.edu/speccoll/mm/readimm.xml,
,meetrand,,Randolph Friends meeting,,,,,Local meeting,Randolph Preparative Meeting was established as Mendham Preparative in 1756 under Woodbridge Monthly Meeting. This meeting was set off to Hardwick and Mendham Monthly Meeting on its establishment in 1797. In 1811 Mendham changed its name to Randolph. ,,,http://www.swarthmore.edu/library/friends/NYYM/haarapm.xml,
,meetred,,Redstone Friends meeting,,1785,,,Local meeting,"Redstone Preparative Meeting was established in Brownsville, Pennsylvania in 1785 from Westland Monthly Meeting. Redstone Monthly Meeting was established 1793. Included some early settlers from Hopewell Monthly Meeting, Virginia.",,,quakermeetings.com,
,redst,,Redstone Quarterly Meeting of Friends,,,,,Quarterly Meeting of Friends,"Redstone Quarterly Meeting of Friends was opened at Westland, Pennsylvania in 1798, the first Quarterly Meeting of Friends established west of the Appalachian Mountains. It was divided by the separation of 1828, and the Hicksite branch was laid down in 1862. In 1854 further divided into Wilburite and Gurneyite factions. ",,,http://www.swarthmore.edu/library/friends/RG2/ohioym.xml ; http://www.quaker-chronicle.info/meetings.php?meetingID=2,
,meetrenss,,Rensselaerville Friends meeting,,,,,Local meeting,Rensselaerville Preparative Meeting was established before 1799 from Coeyman's Monthly Meeting. Rensselaerville Monthly Meeting was established 1814.,,,quakermeetings.com,
,rhoqm,,Rhode Island Quarterly Meeting of Friends,,,,,Quarterly Meeting of Friends,"Established by the Yearly Meeting in 1690, at which time it encapsulated the Rhode Island, Dartmouth, and Narragansett Monthly Meetings. By 1853 it included Rhode Island, Greenwich (originally Narragansett), Swanzey, South Kingstown, and Providence Monthly Meetings.",,,"The Rhode Island Register, for the Year 1853 (Adams)",
,meetrichl,,Richland Friends meeting,,,,,Local meeting,"The Richland Monthly Meeting was established in 1742, set off from Gwynedd. A meeting for wroship had been allowed there as early as 1725. The meeting was also referred to as ""Swamp"" or ""Great Swamp.""",,,http://trilogy.brynmawr.edu/speccoll/mm/richlmm.xml,
