done_or_not,id_tei,lcnaf_uri,last_name,first_name,middle_name,display_name,other_names,birth_date,death_date,birth_place,death_place,gender,affiliations,bio_notes,data_notes,citations,notes,PYM index,Possible Duplication or other correction needed
,amcke1,,McKee,Alexander,,Colonel McKee,Wapameisheu,1735,1799,fpitt1,canad,m,brit,"Father of Thomas McKee; agent in the British Indian Department during the French and Indian War, American Revolution, and Northwest Indian War",Birh date is approximate,https://en.wikipedia.org/wiki/Alexander_McKee,,,
,tmckin1,,McKenney,Thomas,Loraine,Colonel Thomas Loraine McKenney,Colonel McKinney,1785,1859,maryl,nycit,m,usag,Esquire; colonel; US Superintendant of Indian Trade (1824-1830). Wrote letter to Thomas Eddy in 1819 advocating more funding for Indian Schools.,,https://en.wikipedia.org/wiki/Thomas_L._McKenney;http://gloverparkhistory.com/estates-and-farms/weston/thomas-l-mckenney-and-the-indians/,,,
,jmcki1,,McKim,John,,John McKim,John M'Kim,,,,,m,friends;bymindian,Indian Committee of BYM 1795-1803,,,,,
,hmcni1,,McNire,Henry,,Henry McNire,Henry McNair,,,,,m,review,At Brothertown in 1815.,,,,,
,jmcph1,,McPherson,John,,John McPherson,,,,,,m,review,Lived near Shenandoah and Blue Ridge in 1804.,,,,,
,wmcul1,,MCulloh,William,,William McCulloch,,,,,,m,review,"William McCulloch settled on the bank of the Muskingum river in 1797, was one of the founders of Zanesville, Ohio. ",,"The Zanesville Daily Courier, Zanesville, Ohio, Saturday, July 6, 1878.",,,
,hmcwa1,,McWain,Hugh,,Hugh McWain,,,,,,m,review,Lived near Philadelphia in 1825.,,,,,
,zmead1,,Mead,Zacheous,,Zacheous Mead,,,1837,,,m,friends;meetquake;meetnp,"Son of Jehiel & Mary Mead, died in 1837 at the age of 67. Married Mary Pratt at Quaker Street in 1795, then Mary Sweet at Nine Patners in 1800. Family moved from Coeymans to Nine Partners in 1801. Lived at Duanesburg in 1825.",,Hazard,,,
,cmeat1,,Meatyard,Charles,,Charles Meatyard,,1797,1872,,,m,friends,"Born in 1797, son of Robert & Martha of Wilton, England. Moved with family from London to Collins in 1831. Resided in Hamburg. Witness to 1837 treaty. Died in 1872.",,,,,
,mehet,,Mehetable,,,Mehetable,,,,,,f,sxntns,In Albany in 1793.,,,,,
,emell1,,Mellon,Enoch,,Enoch Mellon,,,,,,m,review,"Follower of the Universal Friend, Jemima Wilkinson, in Jerusalem, New York.",,,,,
,rmell1,,Mellon,Rachel,,Rachel Mellon,,,,,,f,review,"Follower of the Universal Friend, Jemima Wilkinson, in Jerusalem, New York.",,,,,
,mend1,,Mendam,,,Mendam,,,,,,u,review,"At Oneida in 1815, paid by New York Yearly Meeting.",,,,,
,jmend1,,Mendenhall,James,,James Mendenhall,,1764,,,,m,friends;meetbrad,Brother of Jonathan Mendenhall and son of Joshua and Lydia Mendenhall of Bradford Monthly Meeting. ,,Drinker,,,
,mmend1,,Mendenhall,Martha,,Martha Mendenhall,,1759,,,,f,review,"Daughter of Griffith and Sarah Lamborn Mendenhall, married first her first cousin Jonathan Mendenhall (1759-95).",,Drinker,,,
,nmend1,,Mendenhall,Nathan,,Nathan Mendenhall,,1776,1841,,,m,friends;ncym,"Correspondent from North Carolina Yearly Meeting. Son of George and Judith of Guilford County, Nathan Mendenhall was born in 1776. He married Phebe Haworth under the care of Deep RIver meeting in 1801. He died in 1841.",,Hinshaw,,,
,smend1,,Mendenhall,Stephen,,Stephen Mendenhall,,,,,,m,friends;pymind,PYM Indian Committee 1792-1795,,,,,
,tmerc1,,Mercer,Thomas,,Thomas Mercer,,,,,,m,review,Hosted travelling Friends in Canada near Niagara River in the 1790s. ,,,,,
,smere1,,Meredith,Simon,,Simon Meredith,,,,,,m,friends;pymind,PYM Indian Committee 1792-1795,,,,,
,cmerr1,,Merrit,Consider,,Consider Merritt,,1766,,,,m,friends;meetoblon;meetnp,"Born in Oblong in 1766, the son of Nehemiah & Phebe Merritt. Married Anna Moore at Nine Partners in 1788, Lived near Danby Vermont in 1825.",,,,,
,jmerr1,,Merrit,John,,John Merritt,John Merrit,1758,1833,,,m,friends;purmm;meetny,"John Merritt was born in 1758. He married Phebe Weeks at Purchase meeting in 1784. He died a member of New York Monthly Meeting (Hicksite) in 1833 at the age of 75 years, 6 months. Lived in NY City in 1825.",,Hazard,husband of pmerr1,,
,pmerr1,,Merrit,Phebe,,Phebe Weeks Merritt,Phebe Merrit,1765,1838,,,f,friends;purmm,"Phebe Weeks, daughter of Joseph and Phebe Weeks, was born in 1765. She married John Merritt at Purchase in 1784. She died in 1838 aged 73. Lived in NY City in 1825.",,Hazard,wife of jmerr1,,
,tmerr1,,Merrit,Thankful,,Thankful Scott Merrit,,1780,1845,,troy,f,friends,"Born at Spencertown, Columbia County, NY, to Matthew and Mercy Scott. Raised a Presbyterian. 1797 removed to Kingsbury, NY. IN 1800, married Benjamin Merritt and removed to Whtie Creek. In 1811, convinced and joined Friends; became a minister and was acknowledged in 1829. lived near Danby VT 1825",,DQB,,,
,amerr1,,Merritt,Anne,,Anne Merritt,,1785,,,,f,friends;nymindian,"Probably the daughter of John and Phebe Merritt, born in 1785. Received at New York fromJericho in 1798. NYYM Indian Committee 1807-1810",,Hazard,,,
,dmerr1,,Merritt,Daniel,,Daniel Merritt,,,,,,m,friends;meetoblon,"Member of Oblong Monthly Meeting, reported married to Martha Akin in 1807. Lived near Patterson, New York, in 1825.",,Hazard,Husand of  mmerr1,,
,mmerr1,,Merritt,Martha,,Martha Merritt,,,,,,f,friends;meetoblon,"Married Daniel Merritt in 1807. Member of Oblong Monthly Meeting. Lived near Patterson, New York, in 1825.",,Hazard,Wife of dmerr1,,
,smerr1,,Merritts,Samuel,,Samuel Merritts,,,,,,m,review,Lived near Ghent in 1825.,,,,,
,jmess1,,Messemer,John,,John Messemer,John Mesemer,,,,,m,dunkers,Member of Dunkers (Baptists) and itinerant preacher who held meetings in homes. Lived along the Detroit River in 1793.,,"The Windsor border region, Canada's southernmost frontier; a collection of documents, by Lajeunesse, Ernest J. (1960)",,,
,metac1,,Metacomet,,,Metacomet,King Philip;Metacom,,1676,,rhode,m,wampa,"Wampanoag chief, fought the English in King Philip's War",,https://en.wikipedia.org/wiki/Metacomet,,,
,jmeto1,,Metorsen,John,,John Metorsen,,,,,,m,stockbridge,Signed letter to NY Quakers in 1817.,,,,,
,gmeyr1,,Meyrick,George,,George Meyrick,,,,,,m,brit,Major in 24th British regiment in Detroit 1792/3,,,,,
,cmiff1,,Mifflin,Charles,,Charles Mifflin,,,1783,,,m,friends,Son of George Mifflin and Anne Eyre Mifflin of Philadelphia. Married Mary Waln (1777).,,Drinker,,,
,tmiff1,,Mifflin,Thomas,,Thomas Mifflin,,1744,1800,phila,lanca,m,penngov,"Phila. merchant. Governor, Pa., three terms (from 1790). Son of John Mifflin and Elizabeth Bagnell Mifflin; m. Sarah Morris (1767). Graduate, College of Phila. Am. supporter, Revolutionary War; disowned by Society of Friends; aide to George Washington. President, Continental Congress.",,Drinker; https://en.wikipedia.org/wiki/Thomas_Mifflin,,,
,wmiff1,,Mifflin,Warner,,Warner Mifflin,,1745,1798,,,m,friends;pymind,"Son of Daniel Mifflin (1722-95) and Mary Warner Mifflin; born in Accomac County, Va.; married Elizabeth Johns; m. (1788) Ann Emlen (d. 1815). During Revolutionary War, visited both Howe and Washington on behalf of Friends (1777). Abolitionist; manumitted his slaves (1774-75). Author, A Serious Expostulation... (1793) and A Defence of Warner Mifflin (1796). Contracted yellow fever, Phila.; died near Camden, Delaware. Member of Indian Committee of PYM.",,Drinker,,"3, 12, 75, etc",
,amifl1,,Miflin,Ann,,Ann Emlen Mifflin,Ann Emlen,,1815,,,f,friends;meetphila,Daughter of George Emlen and Ann Reckless Emlen; sister of George Emlen; married Warner Mifflin at Philadelphia Meeting (1788).,,Drinker,,,
,hmile1,,Miles,Henry,,Henry Miles,,1795,1885,,,m,friends;meetferri,"Born in 1795, son of Richard & Ann Saxby Miles of Kent Co. England. Married at Ferrisburg in 1818 Mary Hagen, daughter of Simeon Warner & Mary. Received at Ferrisburgh Meeting from England with family in 1833. Died in 1885.",,,,,
,dmill1,,Milledoler,,,Doctor Milledoler,,,,,,m,review,Mentioned in a letter from Morse to Thomas Eddy in 1834. Corresponding Secretary of the United Foreign Mission Society. President of Rutgers College in 1825.,,"Annual Report of the American Historical Association, Volume 1",,,
,cmill1,,Miller,Christopher,,Christopher Miller,,,,,,m,review,Interpreter and witness to Treaty of Greenville in 1795.,,,,,
,hmill1,,Miller,Hannah,,Hannah Miller,,,,,,f,review,Lived near Northumberland in 1793.,,,,,
,jmill2,,Miller,James,,James Miller,,1776,1851,nhamp,nhamp,m,usag,US Representative from New Hampshire; 1st Governor of Arkansaw Territory (1819-1824); US Army brigadier general during War of 1812,,https://en.wikipedia.org/wiki/James_Miller_(general),,,
,jmill4,,Miller,James,,James Miller,,,,,,m,review,Superintendant of Williamsburgh farm.,,,,,
,mill1,,Miller,Morris,S.,Judge Morris S. Miller,,,,,,m,review,Mentioned in Complaint of Indians to Bishop Hobart in 1821.,,https://en.wikipedia.org/wiki/Morris_S._Miller,,,
,mmill2,,Miller,Mark,,Mark Miller,,1736,1800,,,m,friends;pym,Representative from Salem (PYM) in 1792. Correspondant of Jacob Lindley in 1793.,Birth date is approximate,Drinker,,,
,mmill3,,Miller,Mary,,Mary Miller,,,,,,f,friends,Daughter of Jacob Lindley.,,,,,
,hmillo1,,Millhous,Henry,,Henry Millhouse,Henry Millhouse,1736,1821,,,m,friends,"Henry Millhouse was a Quaker minister who was born in Ireland. He and his wife, Rebeckah, were members of Cane Creek Monthly Meeting. He died in 1821 at the age of 85 and is buried at Caesars Creek. ",Birth date is approximate,Hinshaw,,,
,hmill2,,Mills,Henry,,Henry Mills,,,,,,m,friends;bymindian,BYM Indian Committee 1803-1811; visited Delawares 1811,,,,,
,jmill1,,Mills,James,,James Mills,,,,,,m,review,"Lived along Pine Creek (Third Fork), in 1800.",,,,,
,jmill3,,Mills,John,,Major John Mills,,,,,,m,review,"Quartermaster General, witnessed Treaty of Greenville in 1795.",,,,,
,dmiln1,,Milnor,James,,Doctor Milnor,,1773,1845,,,m,review,Secretary for Foreign Correspondence of the American Bible Society. Rector of St. Georges Church in New York.,,http://curiosmith.com/index.php/authors/327-milnor-rev-james,,,
,dmitc1,,Mitchell,David,D.,D.D. Mitchell,,1806,1861,,,m,usag,"D.D. Mitchell became Superintendent of
Indian Affairs at St. Louis in 1841.",,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=46577284,,,
,smitc1,,Mitchill,Samuel,Latham,Samuel Latham Mitchell,Samuel Mitchill,1764,1831,newyo,nycit,m,usag,"American physician, naturalist, and politician. US Representative from New York (1801-1803,1803-1804, 1810-1813); US Senator from New York (1804-1809).",,https://en.wikipedia.org/wiki/Samuel_L._Mitchill,,,
,mohic,,Mohican Samuel,,,Mohican Samuel,,,,,,m,mahican,Conveyed a lettter from Captain Hendricks to Jacob Lindley in 1793.,,,,,
,jmonr1,,Monroe,James,,James Monroe,,1758,1831,virgi,nycit,m,usag,Founding father and politician. US Senator from Virginia (1790-1794); US Minister to France (1794-1796); US Minister to UK (1803-1808); Governor of Virginia (1799-1802; 1811); US Secretary of State (1811-1817); US Secretary of War (1814-1815); US President (1817-1825),,https://en.wikipedia.org/wiki/James_Monroe,,,
,rmonr1,,Monroe,Robert,,Robert Monroe,,,,,,m,usag,Factor of the United States in the Indian Department in 1804.,,,,,
,jmoon1,,Moon,James,,James Moon,,1713,1796,,,m,friends,"Middletown, Bucks Co., farmer. Probably the James Moon who married Hannah Price in 1737.",,"Drinker;Index to the Minutes of Middletown Monthly Meeting of Women, by Martha Grundy (1985)",,,
,smoor2,,Moor,Samuel,,Samuel Moor,,1751,,,,m,friends,"Lived near Randolph in 1795. Requested to come under care of Friends at Rahway-Plainfield in 1774. The son of Enoch and Grace Moore, he was born in 1751.",,Hazard,,,
,amoor1,,Moore,Asa,,Asa Moore,,,1823,,,m,friends;bymindian,"Son of Thomas and Elizabeth Moore of Loudon County, VIrginia. Married Sarah Bond at Hopewell in 1793, Ann Underhill at Purchase in 1808, and Ann Littler at Wilmington in 1811. Member of Fairfax Monthly Meeting and BYM Indian Committee from 1795 to 1815.",,Hinshaw,,,
,emoor1,,Moore,E.,,E. Moore,,,,,,u,review,"Possibly either Elias (1776-1847) or Enoch (1779-1841) Moore, loyalists from Quaker families who settled in Canada.",,,mentioned in 1817 letter from Upper Canada,,
,jmoor1,,Moore,Jacob,,Jacob Moore,,,,,,m,review,Disowned by Sadsbury Monthly Meeting; married first cousin who was not a member. Lived near Short Hills in 1799. ,,,,,
,jmoor2,,Moore,Jeremiah,,Jeremiah Moore,,,,,,m,friends;meetsads,Resided near Short Hills 1799; lived in Navy Hall in 1793. Member of Sadsbury Monthly Meeting.,,,,,
,jmoor3,,Moore,Joseph,,Joseph Moore,,1732,1793,newje,phila,m,friends;meetking;pym,"Flemington, N.J., Quaker minister, member, Kingwood Mtg. Convinced and joined Friends. 1774, recorded a minister while belonging to Kingwood MM. Ministerial travels to Nova Scotia in 1786. Accompanied five other Quakers and U.S. commissioners to meet with Indians at Sandusky, Ohio (1793). Died in Philadelphia, probably of yellow fever, after attending Yearly Meeting.",,Drinker; DQB; https://en.wikipedia.org/wiki/Joseph_Moore_(peace_rider),,,
,rmoor2,,Moore,Richard,,Richard Moore,,,,,,m,review,"Richard Moore lived within a couple miles of Pine Creek, on a part of Benjamin Morris' lands in Wellsboro, Pennsylvania. He was visited by William Allinson in 1809.",,,,,
,rmoor1,,Moore,Robert,,Robert Moore,,1739,1826,,,m,friends,Sadsbury Quaker farmer. Son of Rachel Halliday Moore and Andrew Moore; m. (1768) Mary Brinton (1748-1841).,,Drinker,,,
,hmoor1,,Moore,Henry,,Sir Henry Moore,,1713,1769-09-11,jamaica,nycit,m,brit,"British colonial leader, served as Governor of Jamaica and royal Governor of the Province of New York (1765-1769)",,"https://en.wikipedia.org/wiki/Sir_Henry_Moore,_1st_Baronet",,,
,smoor1,,Moore,Solomon,,Solomon Moore,,,,,,m,review,"Married first cousin, was disowned, had three children; lived near Short Hills, 1799.",,,,,
,tmoor1,,Moore,Thomas,Lloyd,Thomas Lloyd Moore,Thomas Lloyd Moor,1759,1813,,,m,review,"Son of William Moore and Sarah Lloyd Moore. Officer, American Revolution. m. (1782) Sarah Stamper.",,Drinker,,,
,hmore1,,More,Henry,,Henry More,Henry Moor,,,,,m,review,Lived near the ferry road over Cayuga Lake in 1796. ,,,,,
,tmore1,,More,Thomas,,Thomas More,Thomas Moore,,,,,m,friends;bymindian,Thomas Moore was received on certificate from Goshen at Fairfax Monthly Meeting in 1780. Granted a certificate to Indian Spring Monthly Meeting in 1791 to marry Mary Brooke. BYM Indian Committee in 1804.,,Hinshaw,,,
,more1,,Moreau,Jean  ,Victor Marie,Moreau,,1763,1813,,,m,review,General/commander of French army; exiled to America by French emperor and settled near Philadelphia (1806).,,https://en.wikipedia.org/wiki/Jean_Victor_Marie_Moreau,,,
,jmore1,,Morey,Jonathan,,Jonathan Morey,,,,,,m,friends,"Jonathan Morey became a member of the Society of Friends at Galway in 1805. The son of Jonathan and Susanna, he was reported married by Saratoga meeting to Mary Shepherd in 1815. Lived near Galway in 1825. Member of Scipio Meeting before 1836.",,Hazard,,,
,wmorg1,,Morgan,William,,William Morgan,,,1845,,,m,friends,"William Morgan, son of Benjamin and Jane, became a member of the Society of Friends at Gunpowder in 1790. He married Sarah Price in 1791 and then they moved from Fairfax to Indian Spring in 1792. Lived in Georgetown in 1805.",,Hinshaw,,,
,mmori1,,Morins,M.,,M. Morins,,,,,,u,review,Sworn interpreter; witness to Treaty of Greenville in 1795.,,,,,
,amorr1,,Morris,Anna,,Anna Shoemaker Morris,Anna Shoemaker,1777,1865,,,f,friends,Daughter of Benjamin Shoemaker and Elizabeth Warner Shoemaker; m. (1796) Robert Morris (1769-aft. 1804). She was disowned for this marriage out of unity.,,Drinker,Wife of rmorr1,,
,bmorr1,,Morris,Benjamin,,Benjamin Morris,,1762,1825,,,m,friends,"Worked as an agent for the Pine Creek Land Company. One of the founders and first settlers of Wellsboro, Pennsylvania. Son of Capt. Samuel and Rebecca Wistar Morris. Married at Market Street Meeting in Philadelphia Mary Wells in 1785. Moved to Tioga County before 1800.",,https://en.wikipedia.org/wiki/Benjamin_Wistar_Morris_(colonist);Colonial Families of Philadelphia by Jordan,,,
,gmorr1,,Morris,Gouverneur,,Governneur Morris,,1752,1816,nycit,nycit,m,usag,US Senator from New York (1800-1803).,,https://en.wikipedia.org/wiki/Gouverneur_Morris,,,
,jmorr2,,Morris,James,,James Morris,,1735,1795,,,m,review,Son of Joseph Morris and Martha Fitzwater Morris; m. Elizabeth Dawes (1772).,,Drinker,,,
,jmorr1,,Morris,Joel,,Joel Morris,,,,,,m,review,"Lived in Canada in 1798. Although he was never a member of Friends, his wife was disowned by Rahway Monthly Meeting.",,,,,
,rmorr1,,Morris,Robert,,Robert Morris,,1769,after 1804,,,m,review,"Phila. lawyer. Son of Robert Morris (1734-1806) and Mary White Morris. Educated, Europe; read law, N.Y.; admitted to bar, Phila.; m. Anna Shoemaker (1796). DIed while abroad on business.",,Drinker,Husband of amorr1,,
,tmorr1,,Morris,Thomas,,Thomas Morris,,1771,1849,phila,nycit,m,review,"Son of Robert Morris, a major financier of the Revolution. Thomas was a lawyer and elected as a Federalist to US House of Representatives for the 1801-1803 term. In 1793, he built a large home at Canandaigua where he entertained many visitors. A year later, this house was the site of a conference between Indian Chiefs and Colonel Pickering.",,https://en.wikipedia.org/wiki/Thomas_Morris_(New_York_politician),,,
,wmorr1,,Morrows,William,,William Morrows,,1744,1817,,,m,review,"A veteran of the Revolutionary War who by 1795 had established a tavern in Pittsburgh, Pennsylvania. ",Birth date is approximate,http://wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=GET&David Bacon=mikki9&id=I062443,,,
,jmors1,,Morse,Jedediah,,Jedediah Morse,,1761,1826,connt,newhv,m,review,Geographer who wrote textbooks.,,https://en.wikipedia.org/wiki/Jedidiah_Morse,,,
,smors1,,Morse,Sidney,Edwards,Sidney Edwards Morse,,1794,1871,mass,nycit,m,review,"U.S. inventor, geographer, and journalist. Editor of New York Observer, son of Jedediah Morse",,https://en.wikipedia.org/wiki/Sidney_Edwards_Morse,,,
,jmort1,,Morton,John,,John Morton,,1776,1812,,,m,friends;pymind,"Son of John and Esther Morton of Philadelphia and Abington, John Morton Jr. was born in 1776. He married first in 1793 to Mary, then in 1808 to Margaret Canby. Indian Committee of PYM in 1803. Elder of Philadelphia Monthly Meeting for the Southern DIstrict.",,Hazard;Hinshaw,Husband of mmort1,"155, 242, 357, etc",
